"DateTime","Players","Average Players"
"2025-06-17 05:50:00",17857,
"2025-06-17 06:00:00",17687,17627
"2025-06-17 06:10:00",17424,
"2025-06-17 06:20:00",17337,
"2025-06-17 06:30:00",17258,
"2025-06-17 06:40:00",17165,
"2025-06-17 06:50:00",17220,
"2025-06-17 07:00:00",17159,17623
"2025-06-17 07:10:00",17293,
"2025-06-17 07:20:00",17322,
"2025-06-17 07:30:00",17431,
"2025-06-17 07:40:00",17510,
"2025-06-17 07:50:00",17647,
"2025-06-17 08:00:00",17845,17622
"2025-06-17 08:10:00",17920,
"2025-06-17 08:20:00",18144,
"2025-06-17 08:30:00",18285,
"2025-06-17 08:40:00",18403,
"2025-06-17 08:50:00",18660,
"2025-06-17 09:00:00",18855,17607
"2025-06-17 09:10:00",19161,
"2025-06-17 09:20:00",19192,
"2025-06-17 09:30:00",19362,
"2025-06-17 09:40:00",19587,
"2025-06-17 09:50:00",19792,
"2025-06-17 10:00:00",20071,17575
"2025-06-17 10:10:00",20431,
"2025-06-17 10:20:00",20683,
"2025-06-17 10:30:00",21017,
"2025-06-17 10:40:00",21351,
"2025-06-17 10:50:00",21562,
"2025-06-17 11:00:00",21766,17553
"2025-06-17 11:10:00",22060,
"2025-06-17 11:20:00",22421,
"2025-06-17 11:30:00",22706,
"2025-06-17 11:40:00",23007,
"2025-06-17 11:50:00",23203,
"2025-06-17 12:00:00",23254,17525
"2025-06-17 12:10:00",23375,
"2025-06-17 12:20:00",23513,
"2025-06-17 12:30:00",23577,
"2025-06-17 12:40:00",23831,
"2025-06-17 12:50:00",23932,
"2025-06-17 13:00:00",24091,17495
"2025-06-17 13:10:00",24174,
"2025-06-17 13:20:00",24185,
"2025-06-17 13:30:00",24148,
"2025-06-17 13:40:00",24081,
"2025-06-17 13:50:00",24151,
"2025-06-17 14:00:00",24118,17466
"2025-06-17 14:10:00",23828,
"2025-06-17 14:20:00",23550,
"2025-06-17 14:30:00",23337,
"2025-06-17 14:40:00",23147,
"2025-06-17 14:50:00",22768,
"2025-06-17 15:00:00",22230,17443
"2025-06-17 15:10:00",21507,
"2025-06-17 15:20:00",20806,
"2025-06-17 15:30:00",20262,
"2025-06-17 15:40:00",19526,
"2025-06-17 15:50:00",18805,
"2025-06-17 16:00:00",18208,17412
"2025-06-17 16:10:00",17457,
"2025-06-17 16:20:00",16854,
"2025-06-17 16:30:00",16357,
"2025-06-17 16:40:00",15835,
"2025-06-17 16:50:00",15351,
"2025-06-17 17:00:00",14864,17390
"2025-06-17 17:10:00",14404,
"2025-06-17 17:20:00",14012,
"2025-06-17 17:30:00",13697,
"2025-06-17 17:40:00",13321,
"2025-06-17 17:50:00",13028,
"2025-06-17 18:00:00",12619,17360
"2025-06-17 18:10:00",12340,
"2025-06-17 18:20:00",12090,
"2025-06-17 18:30:00",11803,
"2025-06-17 18:40:00",11645,
"2025-06-17 18:50:00",11369,
"2025-06-17 19:00:00",11154,17334
"2025-06-17 19:10:00",11102,
"2025-06-17 19:20:00",10946,
"2025-06-17 19:30:00",10745,
"2025-06-17 19:40:00",10633,
"2025-06-17 19:50:00",10531,
"2025-06-17 20:00:00",10462,17318
"2025-06-17 20:10:00",10333,
"2025-06-17 20:20:00",10247,
"2025-06-17 20:30:00",10182,
"2025-06-17 20:40:00",10157,
"2025-06-17 20:50:00",10030,
"2025-06-17 21:00:00",10769,17320
"2025-06-17 21:10:00",11784,
"2025-06-17 21:20:00",11761,
"2025-06-17 21:30:00",11580,
"2025-06-17 21:40:00",11470,
"2025-06-17 21:50:00",11317,
"2025-06-17 22:00:00",11270,17311
"2025-06-17 22:10:00",10323,
"2025-06-17 22:20:00",10981,
"2025-06-17 22:30:00",10992,
"2025-06-17 22:40:00",10951,
"2025-06-17 22:50:00",10904,
"2025-06-17 23:00:00",10912,17308
"2025-06-17 23:10:00",10902,
"2025-06-17 23:20:00",10968,
"2025-06-17 23:30:00",11080,
"2025-06-17 23:40:00",11343,
"2025-06-17 23:50:00",11529,
"2025-06-18 00:00:00",11649,17299
"2025-06-18 00:10:00",11939,
"2025-06-18 00:20:00",12152,
"2025-06-18 00:30:00",12526,
"2025-06-18 00:40:00",12822,
"2025-06-18 00:50:00",13072,
"2025-06-18 01:00:00",13403,17285
"2025-06-18 01:10:00",13616,
"2025-06-18 01:20:00",13879,
"2025-06-18 01:30:00",14158,
"2025-06-18 01:40:00",14494,
"2025-06-18 01:50:00",14753,
"2025-06-18 02:00:00",14999,17257
"2025-06-18 02:10:00",15340,
"2025-06-18 02:20:00",15476,
"2025-06-18 02:30:00",15791,
"2025-06-18 02:40:00",15890,
"2025-06-18 02:50:00",15954,17257
